age,experience,fg_per_game,fga_per_game,x3p_per_game,x3pa_per_game,x2p_per_game,x2pa_per_game,ft_per_game,fta_per_game,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,pts_per_game
27.0,5,1.0,2.0,0.0,0.5,1.0,1.5,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0
23.0,3,4.0,5.7,0.0,0.0,4.0,5.7,1.5,2.1,2.2,3.5,5.7,0.9,0.4,1.4,0.9,2.4,9.4
22.0,2,1.0,2.0,0.0,0.3,1.0,1.7,1.0,1.7,0.3,1.3,1.7,0.0,0.0,0.7,0.0,0.3,3.0
29.0,5,3.2,6.2,0.7,2.3,2.5,3.9,1.0,1.5,1.3,3.6,4.9,0.9,0.4,0.7,1.0,2.4,8.2
29.0,5,3.2,6.9,0.9,3.0,2.3,3.8,1.0,1.5,1.2,3.8,5.0,0.8,0.4,0.7,1.2,2.4,8.4
29.0,5,3.2,5.3,0.5,1.3,2.7,4.0,1.0,1.5,1.3,3.4,4.7,1.0,0.4,0.7,0.7,2.3,7.9
33.0,13,3.9,9.0,1.7,4.5,2.2,4.6,2.1,2.4,0.5,4.1,4.7,1.5,0.4,0.2,0.6,1.4,11.7
34.0,13,2.0,5.2,1.7,4.4,0.4,0.8,0.2,0.2,0.5,2.0,2.5,1.0,1.0,0.6,0.7,1.7,5.9
28.0,6,1.9,4.7,1.0,2.8,0.9,1.9,1.0,1.4,0.4,2.2,2.6,1.0,0.5,0.4,0.8,1.2,5.9
28.0,6,1.6,4.6,0.6,2.1,0.9,2.5,1.1,1.2,0.3,2.4,2.7,1.2,0.3,0.3,1.1,1.0,4.8
28.0,6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,6,2.2,4.9,1.4,3.3,0.8,1.6,1.1,1.6,0.6,2.2,2.7,1.0,0.6,0.5,0.6,1.4,6.8
21.0,3,4.0,9.4,1.2,3.9,2.8,5.5,1.7,2.5,1.0,5.3,6.3,1.4,0.8,1.0,1.3,1.0,10.8
22.0,3,8.0,17.3,2.6,6.7,5.4,10.6,3.2,3.5,0.6,2.7,3.3,8.6,1.3,0.1,3.6,1.7,21.7
34.0,11,0.7,2.3,0.0,1.0,0.7,1.3,0.0,0.0,0.0,1.3,1.3,0.7,0.3,0.0,0.3,1.7,1.3
22.0,1,1.8,4.9,0.4,1.7,1.4,3.2,0.8,1.0,1.4,1.7,3.0,0.8,0.6,0.3,0.4,1.6,4.7
20.0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,6,1.8,3.8,0.3,1.1,1.5,2.8,1.0,1.5,0.9,2.4,3.3,0.8,0.6,0.4,0.5,1.2,5.1
23.0,1,4.7,11.2,1.3,4.3,3.3,7.0,0.7,1.1,0.4,1.8,2.2,4.2,0.7,0.3,1.5,1.9,11.5
26.0,3,1.7,3.4,0.8,1.8,0.9,1.6,0.2,0.3,0.3,2.0,2.3,1.1,0.5,0.2,0.3,1.3,4.4
20.0,1,2.7,4.7,0.1,0.2,2.6,4.4,0.8,1.3,2.5,2.5,5.0,0.5,0.3,0.5,0.9,1.9,6.2
24.0,5,8.7,18.5,1.3,4.2,7.5,14.3,4.4,5.9,0.4,3.5,3.9,5.6,1.2,0.4,2.8,2.9,23.2
24.0,3,4.8,10.8,1.4,3.7,3.4,7.2,2.4,3.1,0.5,2.8,3.3,1.3,0.7,0.4,1.3,2.9,13.4
23.0,4,3.8,9.5,1.9,5.1,1.9,4.4,1.2,1.6,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8,10.8
33.0,14,1.9,3.0,0.0,0.0,1.9,3.0,0.5,0.8,1.7,3.8,5.5,0.4,0.3,0.7,0.8,1.5,4.3
33.0,14,1.9,2.8,0.0,0.0,1.9,2.8,0.4,0.8,1.6,3.8,5.4,0.4,0.3,0.8,0.7,1.6,4.1
33.0,14,2.0,3.4,0.0,0.0,2.0,3.4,0.6,0.9,2.0,3.8,5.8,0.5,0.1,0.6,1.0,1.3,4.6
27.0,6,2.2,3.9,0.3,0.6,1.9,3.3,0.4,0.6,0.8,2.2,2.9,1.2,0.9,0.4,0.6,2.0,5.1
27.0,6,2.5,4.4,0.3,0.8,2.2,3.7,0.4,0.7,0.8,2.4,3.2,1.3,1.0,0.5,0.6,2.2,5.8
27.0,6,0.4,1.0,0.0,0.0,0.4,1.0,0.0,0.0,0.5,0.9,1.4,0.8,0.3,0.0,0.1,1.1,0.8
24.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,13,10.2,20.2,0.7,1.9,9.5,18.3,6.8,7.8,0.7,4.4,5.2,4.9,0.9,0.3,2.4,2.3,27.9
31.0,11,3.1,6.8,0.8,2.5,2.3,4.2,2.0,2.6,1.5,4.1,5.6,1.5,0.7,0.4,1.8,2.9,9.0
31.0,11,3.2,6.9,0.8,2.8,2.5,4.1,1.8,2.2,1.4,4.4,5.8,1.1,0.9,0.5,0.9,2.7,9.1
31.0,11,3.0,6.6,0.8,2.4,2.3,4.3,2.1,2.8,1.6,3.9,5.5,1.7,0.6,0.4,2.2,3.0,8.9
25.0,3,1.9,4.3,1.0,2.8,0.9,1.5,0.4,0.6,0.6,2.3,2.9,1.0,0.6,0.1,0.3,1.7,5.3
23.0,4,7.6,12.0,0.1,0.3,7.5,11.7,1.8,2.4,2.6,7.7,10.2,1.4,0.7,0.7,1.6,2.4,17.2
21.0,2,0.3,3.3,0.3,2.3,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.3,1.0,0.3,0.0,1.3,1.0
25.0,5,8.4,18.3,1.4,4.3,7.0,13.9,2.9,3.6,1.2,7.1,8.3,9.2,2.0,0.3,2.6,2.0,21.1
29.0,7,1.6,3.5,0.6,1.5,1.0,2.0,0.7,0.8,0.6,2.2,2.9,2.4,1.2,0.2,0.6,0.7,4.4
21.0,2,3.0,7.1,1.0,3.2,2.0,3.9,1.3,1.7,0.6,4.5,5.2,2.0,0.7,0.5,1.1,2.3,8.4
28.0,9,4.9,11.3,1.3,3.9,3.5,7.4,2.5,2.9,0.5,2.8,3.3,4.6,0.8,0.1,2.2,2.4,13.5
28.0,9,5.2,11.9,1.4,3.9,3.9,8.0,2.5,3.0,0.6,2.8,3.3,4.2,0.8,0.1,2.1,2.4,14.4
28.0,9,3.7,9.3,1.3,3.9,2.4,5.5,2.3,2.6,0.4,2.9,3.3,5.9,0.8,0.2,2.6,2.5,10.9
24.0,5,2.1,5.1,0.2,0.7,2.0,4.4,1.1,1.7,0.5,1.8,2.4,3.6,1.2,0.3,1.4,1.4,5.6
28.0,5,1.0,2.8,0.8,2.0,0.3,0.8,0.0,0.0,0.4,1.4,1.8,0.5,0.3,0.0,0.5,0.8,2.9
28.0,5,1.0,2.8,0.8,2.0,0.2,0.8,0.0,0.0,0.4,1.3,1.7,0.5,0.3,0.0,0.5,0.8,2.9
28.0,5,1.0,2.0,0.5,1.5,0.5,0.5,0.0,0.0,0.0,2.0,2.0,0.0,0.5,0.0,1.0,1.5,2.5
30.0,12,2.4,4.7,0.1,0.4,2.4,4.3,0.4,0.6,1.5,3.2,4.7,0.6,0.4,0.3,0.2,1.6,5.3
24.0,6,2.1,3.8,0.4,1.2,1.7,2.6,1.1,1.4,1.2,2.1,3.3,0.6,0.5,0.6,0.6,2.1,5.6
33.0,13,4.7,10.5,1.4,3.5,3.3,7.0,1.2,1.2,0.8,2.2,3.0,4.0,0.8,0.5,1.5,0.6,12.0
26.0,3,2.0,8.7,1.0,4.3,1.0,4.3,1.3,1.3,0.7,2.7,3.3,7.0,2.3,1.3,3.7,2.7,6.3
27.0,5,4.5,10.7,1.5,4.9,3.0,5.7,2.7,3.1,0.5,3.0,3.5,4.9,0.9,0.8,1.6,2.3,13.2
27.0,5,5.0,11.6,1.7,5.3,3.3,6.4,2.8,3.3,0.5,3.0,3.5,5.6,1.0,0.9,1.8,2.4,14.4
27.0,5,3.6,8.8,1.3,4.3,2.3,4.6,2.5,2.9,0.5,2.9,3.4,3.5,0.6,0.6,1.2,2.2,11.0
23.0,2,6.7,14.5,3.0,6.9,3.7,7.6,1.8,2.0,0.6,3.8,4.4,2.7,1.2,0.4,1.5,2.6,18.2
25.0,7,9.7,20.9,2.7,7.0,7.0,13.9,4.6,5.3,0.7,4.4,5.0,4.8,1.1,0.4,2.4,2.6,26.8
25.0,2,3.0,8.8,3.0,7.4,0.0,1.4,1.0,1.4,0.2,1.0,1.2,2.0,1.0,0.6,1.0,1.8,10.0
21.0,2,4.6,10.8,1.9,5.4,2.7,5.4,1.2,1.4,0.6,3.7,4.3,1.9,1.1,0.6,0.8,2.0,12.3
22.0,2,1.0,2.1,0.2,0.8,0.8,1.3,0.5,0.8,0.1,0.7,0.8,1.4,0.1,0.0,0.5,1.0,2.6
25.0,3,1.4,2.1,0.0,0.0,1.4,2.1,0.3,0.5,0.5,2.3,2.8,0.4,0.5,0.5,0.2,1.1,3.1
26.0,4,3.9,10.7,2.5,7.4,1.4,3.3,1.6,1.8,0.5,1.8,2.3,4.2,0.9,0.2,1.4,1.3,11.9
32.0,9,2.4,4.3,0.3,0.7,2.2,3.6,1.1,1.5,1.6,4.2,5.8,0.7,0.4,0.6,1.0,2.6,6.3
22.0,2,1.3,3.7,1.0,2.6,0.3,1.1,0.2,0.2,0.6,1.3,1.9,0.6,0.2,0.2,0.6,1.4,3.9
22.0,2,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
22.0,2,1.7,4.3,1.3,2.9,0.4,1.4,0.3,0.3,0.4,1.7,2.1,0.6,0.3,0.3,0.7,1.9,5.0
26.0,5,7.1,16.4,1.4,4.7,5.7,11.8,2.8,3.3,0.9,2.3,3.2,2.8,1.1,0.3,1.6,3.3,18.4
25.0,6,7.1,12.5,0.6,2.0,6.5,10.5,4.0,5.4,3.2,8.9,12.1,5.2,1.0,0.4,3.1,3.3,18.9
25.0,6,7.0,12.1,0.7,2.3,6.3,9.9,4.1,5.5,3.3,8.8,12.1,5.0,1.0,0.5,3.0,3.1,18.9
25.0,6,7.5,13.5,0.3,1.1,7.2,12.3,3.7,4.9,3.1,9.3,12.3,5.8,0.9,0.3,3.5,3.8,18.9
25.0,5,9.2,20.5,3.5,9.8,5.7,10.8,4.0,4.7,0.8,3.4,4.2,5.3,1.5,0.2,3.0,2.4,25.9
25.0,4,2.8,8.0,1.8,5.2,1.0,2.8,1.7,2.0,1.0,3.1,4.0,2.8,1.1,0.2,1.7,1.6,9.0
25.0,4,2.3,6.9,1.2,4.4,1.1,2.6,1.4,1.6,1.1,2.5,3.5,1.7,0.6,0.2,1.6,1.5,7.2
25.0,4,3.2,8.7,2.1,5.8,1.0,3.0,1.9,2.2,0.9,3.5,4.4,3.6,1.5,0.2,1.8,1.7,10.3
28.0,6,4.1,8.7,2.2,5.4,1.9,3.2,0.7,1.0,1.5,3.2,4.7,1.9,1.1,0.5,1.0,2.3,11.0
30.0,8,4.2,9.1,2.1,5.0,2.1,4.1,0.8,1.0,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5,11.3
31.0,10,2.9,5.6,0.3,1.2,2.6,4.4,1.3,2.0,1.0,6.3,7.3,7.0,1.3,1.1,3.0,3.0,7.5
24.0,4,3.1,5.2,0.1,0.3,3.0,4.9,1.4,1.8,1.8,3.5,5.4,1.2,0.4,0.6,1.1,1.7,7.7
24.0,4,1.7,3.2,0.0,0.2,1.7,3.1,1.2,1.6,1.3,2.7,4.0,1.0,0.3,0.6,0.9,1.2,4.7
24.0,4,6.2,9.6,0.2,0.7,6.0,9.0,1.8,2.3,3.0,5.5,8.5,1.6,0.8,0.5,1.6,2.8,14.5
21.0,1,3.6,8.9,1.7,4.5,1.9,4.4,1.0,1.3,0.1,1.6,1.7,1.8,0.5,0.1,1.2,1.4,9.9
27.0,4,3.7,9.2,2.9,7.9,0.7,1.3,0.6,0.8,0.3,2.3,2.6,1.6,0.5,0.2,0.8,2.5,10.9
36.0,18,2.2,3.7,0.1,0.3,2.1,3.4,1.6,2.4,2.0,4.0,5.9,0.6,0.6,0.6,0.8,1.9,6.2
30.0,8,3.3,4.9,0.2,0.5,3.1,4.4,2.0,2.6,2.1,2.8,4.9,1.2,0.5,0.5,0.8,2.7,8.7
25.0,2,0.7,2.0,0.4,1.4,0.3,0.6,0.3,0.4,0.4,1.4,1.8,0.7,0.3,0.1,0.3,0.9,2.2
29.0,6,1.8,4.9,1.4,4.1,0.4,0.8,0.6,0.7,0.2,1.9,2.1,0.6,0.3,0.2,0.3,1.5,5.6
29.0,6,1.8,5.0,1.4,4.2,0.4,0.8,0.8,0.9,0.2,1.6,1.8,0.5,0.3,0.2,0.4,1.6,5.7
29.0,6,1.8,4.7,1.4,3.9,0.4,0.8,0.4,0.5,0.3,2.3,2.5,0.7,0.3,0.3,0.2,1.4,5.3
32.0,12,0.4,0.5,0.0,0.0,0.4,0.5,0.2,0.5,0.5,1.6,2.1,0.2,0.1,0.3,0.2,1.1,0.9
27.0,8,1.3,3.5,0.1,0.4,1.3,3.1,0.2,0.6,0.4,1.3,1.8,2.0,0.5,0.1,0.9,0.8,3.0
23.0,2,1.3,4.0,0.7,2.6,0.6,1.4,0.2,0.3,0.2,1.4,1.6,0.6,0.4,0.2,0.5,1.1,3.5
23.0,2,1.1,2.6,0.7,2.0,0.4,0.6,0.2,0.2,0.1,1.1,1.2,0.4,0.3,0.1,0.5,0.5,3.1
23.0,2,1.5,4.9,0.7,3.0,0.8,1.9,0.2,0.3,0.2,1.7,1.9,0.7,0.5,0.3,0.5,1.5,3.8
25.0,2,0.0,1.7,0.0,0.0,0.0,1.7,0.0,0.0,2.7,2.3,5.0,0.7,0.3,0.0,1.7,1.3,0.0
25.0,6,0.0,1.0,0.0,0.0,0.0,1.0,1.5,2.0,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.5,1.5
29.0,11,1.5,2.8,0.1,0.1,1.4,2.6,0.7,0.8,1.7,2.8,4.6,0.2,0.1,0.4,0.6,1.2,3.7
32.0,12,3.6,8.7,0.9,3.0,2.7,5.6,1.6,2.2,0.5,2.9,3.4,4.2,1.3,0.4,2.1,1.6,9.9
33.0,14,4.7,9.9,2.2,5.3,2.5,4.6,1.8,2.4,0.3,1.7,2.0,2.7,0.5,0.3,1.9,1.1,13.4
25.0,3,2.0,4.1,0.7,1.9,1.3,2.2,1.1,1.5,0.5,1.3,1.8,0.6,0.2,0.1,0.5,0.9,5.8
24.0,1,0.5,1.3,0.3,0.5,0.3,0.8,0.5,1.0,0.5,1.3,1.8,0.5,0.0,0.0,0.0,0.5,1.8
29.0,10,5.0,12.1,3.0,7.7,2.0,4.3,1.0,1.4,0.4,2.2,2.6,2.1,1.0,0.3,1.3,2.3,14.1
20.0,1,6.1,12.0,0.3,1.3,5.8,10.7,2.4,3.7,2.1,6.2,8.3,2.5,0.8,1.7,1.9,2.1,15.0
30.0,2,1.6,4.6,0.9,3.0,0.8,1.6,0.9,1.2,0.4,1.4,1.8,3.4,1.0,0.4,1.0,1.9,5.1
22.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0
23.0,4,3.7,9.1,1.6,5.3,2.0,3.8,1.6,2.0,0.4,1.3,1.6,1.0,0.5,0.2,0.7,1.7,10.6
28.0,7,4.0,7.3,0.6,1.7,3.4,5.7,2.0,2.2,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6,10.6
23.0,5,1.5,3.8,0.7,1.9,0.9,1.9,0.4,0.4,0.2,1.2,1.4,1.2,0.5,0.1,0.5,1.1,4.1
20.0,1,5.8,12.3,1.2,3.4,4.6,8.9,2.4,2.8,1.1,3.4,4.5,2.9,0.9,0.4,1.5,2.1,15.2
27.0,6,6.8,16.9,3.7,9.9,3.1,7.0,3.0,3.4,0.7,3.8,4.4,6.7,1.7,0.5,2.6,2.5,20.3
24.0,2,1.0,2.4,0.0,0.1,1.0,2.3,0.3,0.8,1.4,2.6,4.0,0.6,0.3,1.0,0.6,2.0,2.3
24.0,5,2.7,7.0,1.1,4.0,1.6,3.0,1.0,1.3,0.3,2.3,2.6,1.9,0.5,0.1,0.7,0.9,7.6
25.0,3,3.1,7.5,1.8,4.8,1.4,2.8,0.6,0.8,0.3,1.5,1.9,3.1,0.9,0.2,1.4,2.3,8.7
28.0,1,1.0,3.5,0.5,3.0,0.5,0.5,1.5,2.5,0.0,1.0,1.0,2.0,1.0,0.5,0.5,2.0,4.0
26.0,2,1.1,2.0,0.3,0.6,0.9,1.4,0.0,0.0,0.1,0.7,0.9,0.7,0.1,0.0,0.3,0.3,2.6
27.0,1,1.3,4.8,0.8,2.0,0.5,2.8,0.0,0.0,0.5,1.3,1.8,2.8,0.8,0.0,0.8,1.8,3.3
35.0,12,1.9,5.0,1.0,3.1,0.9,1.9,0.5,0.7,0.5,1.9,2.4,1.3,0.7,0.4,0.7,1.4,5.2
25.0,3,2.8,7.1,2.1,5.9,0.7,1.2,2.2,2.8,0.5,2.4,2.9,1.0,0.9,0.4,0.6,2.6,10.0
27.0,4,0.9,2.3,0.7,1.8,0.1,0.5,0.2,0.3,0.6,1.8,2.4,0.5,0.3,0.2,0.3,0.5,2.7
27.0,8,3.9,9.1,1.9,5.0,2.0,4.1,1.4,1.6,0.6,1.4,2.0,1.8,1.0,0.1,1.0,1.8,11.1
29.0,6,3.0,4.8,0.6,1.7,2.4,3.2,0.5,0.8,1.0,2.5,3.5,0.9,1.4,0.3,0.6,1.8,7.1
23.0,4,6.4,15.5,3.0,7.8,3.4,7.7,2.5,2.9,0.4,2.4,2.7,2.0,1.7,0.3,1.0,2.1,18.3
35.0,14,2.2,5.1,0.8,2.5,1.4,2.6,1.1,1.1,0.7,2.2,2.9,2.2,0.8,0.1,0.8,1.3,6.2
28.0,2,0.0,1.3,0.0,1.0,0.0,0.3,0.3,0.5,0.0,1.3,1.3,0.0,0.0,0.0,0.3,1.0,0.3
28.0,6,3.2,7.4,2.1,5.1,1.2,2.3,0.7,0.8,0.3,2.3,2.7,1.3,0.4,0.2,0.8,2.5,9.2
23.0,1,2.4,5.2,0.8,2.0,1.6,3.2,1.1,2.3,0.5,1.2,1.6,0.9,0.8,0.2,1.5,1.5,6.6
23.0,1,0.6,1.2,0.2,0.4,0.3,0.8,0.4,1.0,0.4,0.4,0.9,0.0,0.1,0.1,0.4,0.9,1.8
23.0,1,6.5,14.0,2.0,5.5,4.5,8.5,2.5,5.3,0.5,2.8,3.3,3.0,2.5,0.3,4.0,2.8,17.5
27.0,9,10.3,18.6,1.1,3.6,9.2,15.0,8.3,11.4,2.0,9.6,11.6,5.8,1.1,1.4,3.3,3.2,29.9
22.0,3,2.6,5.0,0.5,1.6,2.2,3.4,1.3,1.9,1.6,2.0,3.5,1.1,0.4,0.8,0.9,2.1,7.0
35.0,14,2.7,7.2,0.8,3.0,2.0,4.2,1.3,1.6,0.6,2.5,3.1,4.1,0.9,0.2,1.6,2.1,7.5
35.0,14,2.6,6.8,0.8,2.8,1.8,4.0,2.0,2.0,0.4,2.4,2.8,1.8,1.0,0.2,0.2,1.6,8.0
35.0,14,2.8,7.3,0.8,3.1,2.0,4.3,1.1,1.4,0.7,2.5,3.2,4.8,0.9,0.2,2.1,2.3,7.3
31.0,12,5.8,12.6,1.8,4.5,4.0,8.1,2.6,3.0,0.8,3.8,4.6,3.6,1.0,0.4,1.7,1.7,15.9
32.0,9,1.2,2.5,0.7,1.5,0.5,1.0,0.4,0.6,0.7,2.0,2.8,0.8,0.3,0.3,0.5,1.2,3.5
23.0,3,2.7,5.6,1.4,3.4,1.3,2.3,1.1,1.2,0.8,2.7,3.6,1.0,0.5,0.7,0.8,2.4,7.8
26.0,4,3.9,8.6,2.4,5.9,1.5,2.7,1.0,1.1,0.5,2.9,3.4,1.5,0.7,0.3,0.7,1.5,11.1
20.0,1,1.7,4.0,0.4,1.3,1.3,2.7,0.9,1.4,0.8,2.0,2.8,0.7,0.5,0.5,0.8,1.9,4.7
31.0,10,2.3,4.1,0.0,0.0,2.3,4.1,0.9,1.6,2.1,2.4,4.6,1.6,0.6,0.7,0.9,1.7,5.4
31.0,10,3.3,5.5,0.0,0.0,3.3,5.5,0.8,1.8,1.5,4.5,6.0,4.0,1.0,1.5,1.8,2.3,7.3
31.0,10,2.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,3.5,1.5,5.0,0.5,0.5,0.5,1.0,1.0,4.0
31.0,10,2.2,4.4,0.0,0.0,2.2,4.4,1.0,1.8,2.2,2.0,4.2,0.4,0.6,0.4,0.6,1.4,5.4
31.0,10,1.3,1.7,0.0,0.0,1.3,1.7,1.3,2.3,2.0,1.0,3.0,1.0,0.0,0.3,0.0,2.0,4.0
23.0,4,4.5,9.1,0.4,1.6,4.1,7.5,1.6,2.4,1.2,3.6,4.8,1.3,1.2,0.3,1.0,2.5,11.0
29.0,10,5.1,10.8,1.8,4.7,3.2,6.2,4.4,5.4,1.1,4.5,5.6,2.4,0.7,0.2,1.5,1.2,16.4
32.0,10,3.3,5.1,0.0,0.0,3.3,5.1,1.6,2.6,2.6,5.0,7.6,0.4,0.3,1.6,0.8,2.8,8.2
25.0,1,2.3,4.8,1.4,3.3,0.9,1.5,0.4,0.5,0.1,2.5,2.6,2.5,0.6,0.1,1.1,1.6,6.3
25.0,2,0.8,2.4,0.5,1.5,0.4,0.9,0.1,0.3,0.5,0.8,1.4,0.3,0.1,0.2,0.2,0.7,2.3
23.0,1,3.5,7.4,0.7,2.2,2.8,5.2,1.8,2.1,1.3,2.5,3.8,2.1,1.7,0.8,1.3,3.1,9.5
23.0,3,1.9,4.5,0.6,2.1,1.3,2.4,0.5,0.8,0.5,1.2,1.7,0.9,0.2,0.1,0.4,1.1,5.0
22.0,2,3.6,9.3,1.8,5.1,1.9,4.2,2.3,2.6,0.4,2.8,3.2,3.5,0.7,0.0,1.3,2.1,11.3
22.0,4,0.2,0.9,0.1,0.3,0.1,0.6,0.3,0.5,0.3,0.2,0.5,0.3,0.5,0.1,0.1,0.7,0.8
21.0,2,3.1,6.4,0.8,2.3,2.3,4.1,1.8,2.3,1.1,1.9,3.0,1.8,0.8,0.3,0.9,2.4,8.8
23.0,4,3.4,5.4,0.2,0.4,3.2,4.9,1.3,1.9,1.7,3.2,4.9,2.4,0.7,1.1,1.2,2.5,8.3
20.0,1,3.2,5.7,0.1,0.4,3.1,5.3,1.7,2.4,1.7,2.5,4.1,0.3,0.7,1.4,1.1,2.6,8.3
22.0,2,1.1,3.2,0.8,2.5,0.3,0.8,0.5,0.6,0.1,0.9,1.0,0.6,0.3,0.1,0.3,0.9,3.6
23.0,1,2.2,4.7,1.4,3.4,0.7,1.4,0.6,0.7,0.8,2.2,3.0,1.1,0.7,0.4,0.8,1.9,6.4
23.0,3,3.7,7.2,1.0,2.2,2.7,5.0,1.7,2.6,1.7,3.2,4.8,1.6,0.8,0.8,1.0,2.4,10.1
20.0,2,3.5,6.9,0.2,0.6,3.3,6.3,1.0,1.5,3.2,5.5,8.7,1.2,0.3,1.1,1.2,3.0,8.3
32.0,11,3.0,7.6,1.3,3.8,1.8,3.8,1.0,1.2,0.2,1.1,1.3,1.5,0.3,0.2,0.7,1.5,8.4
32.0,11,3.0,9.8,1.3,5.5,1.8,4.3,2.0,2.8,0.3,1.8,2.0,1.5,0.0,0.5,1.3,3.0,9.3
32.0,11,3.0,8.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0
32.0,11,3.1,7.1,1.4,3.4,1.7,3.6,0.8,0.9,0.2,1.1,1.2,1.4,0.4,0.2,0.6,1.3,8.3
20.0,1,0.6,2.2,0.3,1.3,0.3,0.8,0.2,0.5,0.3,0.8,1.0,0.3,0.3,0.2,0.3,0.3,1.7
33.0,12,2.8,6.6,0.4,1.0,2.5,5.6,0.2,0.4,0.4,1.8,2.2,3.8,0.7,0.4,1.2,1.2,6.3
33.0,12,2.0,5.0,0.3,0.7,1.7,4.3,0.3,0.5,0.3,1.2,1.5,2.6,0.5,0.3,1.0,0.9,4.5
33.0,12,4.0,8.8,0.5,1.5,3.5,7.3,0.1,0.2,0.5,2.5,3.0,5.2,1.0,0.5,1.5,1.6,8.6
27.0,1,0.9,2.3,0.4,1.3,0.5,1.0,0.2,0.3,0.6,0.6,1.2,0.3,0.4,0.1,0.3,1.1,2.4
24.0,6,4.1,6.5,0.0,0.0,4.1,6.5,2.2,3.0,2.9,5.6,8.5,1.6,0.5,1.0,1.5,2.7,10.3
19.0,1,0.7,1.7,0.2,0.8,0.5,0.8,0.4,0.6,0.3,1.0,1.3,0.6,0.2,0.3,0.3,0.8,2.0
22.0,3,10.2,20.6,1.5,4.5,8.6,16.2,5.5,7.3,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.4
31.0,8,2.4,4.9,0.5,1.9,1.9,3.0,1.2,1.4,1.2,3.0,4.2,0.9,0.6,0.4,0.9,2.4,6.4
24.0,1,0.0,0.5,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0
34.0,14,3.9,6.2,0.0,0.1,3.9,6.1,1.4,2.0,2.2,4.5,6.7,0.6,0.3,1.1,1.3,2.4,9.2
26.0,8,1.5,3.2,0.7,1.3,0.8,1.8,0.8,0.8,0.4,1.9,2.3,0.5,0.3,0.1,0.7,1.1,4.4
21.0,2,3.6,7.9,1.1,3.6,2.5,4.3,0.8,1.0,1.1,3.1,4.2,1.1,0.7,0.8,1.1,3.2,9.2
19.0,1,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0
31.0,10,3.2,8.1,1.9,5.4,1.3,2.7,1.1,1.3,0.4,4.8,5.3,1.9,1.4,0.4,0.8,2.6,9.4
26.0,2,4.7,9.3,0.8,2.6,3.8,6.8,1.7,2.4,1.7,3.7,5.4,2.8,0.9,0.5,1.8,3.7,11.8
20.0,2,1.3,3.1,0.3,0.9,1.0,2.1,0.4,0.7,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.5,3.2
24.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,6,0.9,2.1,0.2,1.0,0.6,1.1,0.4,0.5,0.2,0.9,1.1,0.3,0.2,0.1,0.3,0.4,2.4
26.0,6,6.0,9.8,0.0,0.0,6.0,9.7,1.4,2.8,3.9,5.5,9.3,2.8,0.7,1.7,1.6,3.1,13.5
25.0,4,6.4,12.8,1.2,3.2,5.2,9.6,2.3,2.7,0.5,3.4,3.9,4.8,0.8,0.0,1.6,1.9,16.3
19.0,1,6.1,14.2,2.3,6.8,3.7,7.4,2.8,3.5,0.5,2.9,3.4,2.6,0.7,0.3,2.0,1.5,17.3
20.0,1,1.0,1.9,0.1,0.6,0.9,1.3,0.2,0.3,0.1,1.1,1.2,0.1,0.1,0.1,0.4,0.4,2.4
24.0,3,2.2,4.6,0.7,2.0,1.5,2.7,1.0,1.3,0.7,2.4,3.1,1.1,0.5,0.4,0.7,1.7,6.2
21.0,2,3.5,6.9,0.8,2.4,2.7,4.5,1.5,2.0,2.0,4.0,6.0,0.5,0.3,0.8,0.8,1.9,9.2
